,name,price,address,url,Hãng xe,Năm đăng ký,Tình trạng,Loại xe máy,Dung tích xe máy,Xuất xứ,Màu xe,Dòng xe,Số km đã đi
438,Cần bán gấp xe tay ga Yamaha NOUVO 4 LX 135,5150000,"Quận 4, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-gap-xe-tay-ga-yamaha-nouvo-4-lx-135-id68810191,Yamaha,-,Đã sử dụng,Tay ga,-,-,-,Nouvo,0
439,"Bán xe SH 150i, màu trắng phiên bản sport biển số vip 68879 số máy 110",300000000,"Quận Gò Vấp, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-sh-150i-mau-trang-phien-ban-sport-bien-so-vip-68879-so-may-110-id68694565,Honda,2013.0,Đã sử dụng,Tay ga,-,-,Trắng,SHi,0-19.000.000km
440,"Bán xe NoVo đời 2010 màu đỏ đun, xe đẹp, giá 3,2 triệu",3200000,"Quận Ba Đình, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-novo-doi-2010-mau-do-dun-xe-dep-gia-3-2-trieu-id68816746,Yamaha,-,Đã sử dụng,Tay ga,-,-,-,Nouvo,0
441,Cần bán xe Wolf classic 125  nhập khẩu năm 2011,15500000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-wolf-classic-125-nhap-khau-nam-2011-id68811197,SYM,2011.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Đài Loan,Đen,SYM khác,0-60km
442,"Wave Alpha 110 HQ như hình,xe đẹp đề đốm đầy đủ giá 5tr6",0,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/mua-xe-may/wave-alpha-110-hq-nhu-hinh-xe-dep-de-dom-day-du-gia-5tr6-id68806731,-,-,-,-,-,-,-,-,0
443,"Honda Wave S 110 nhật xe zin chưa bung đầu, máy êm ru giá 8tr5",0,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/mua-xe-may/honda-wave-s-110-nhat-xe-zin-chua-bung-dau-may-em-ru-gia-8tr5-id68806734,-,-,-,-,-,-,-,-,0
444,"Bán honda pcx biển thành phố ,xe đẹp máy bao êm",19800000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-honda-pcx-bien-thanh-pho-xe-dep-may-bao-em-id68806806,Honda,2011.0,Đã sử dụng,Tay ga,101 - 175 cc,Thái Lan,Nâu,PCX,0-9.999km
445,"Honda Future 1 đồ zin theo xe, máy zin đẹp, chạy êm ái giá 17tr5",17500000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/honda-future-1-do-zin-theo-xe-may-zin-dep-chay-em-ai-gia-17tr5-id68806742,Honda,2003.0,Đã sử dụng,Xe số,101 - 175 cc,Nhật Bản,Đỏ,Future,0-30km
446,Bán xe yamaha luvias fi bstp chính chủ sang tên ,14500000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-yamaha-luvias-fi-bstp-chinh-chu-sang-ten-id68806826,Yamaha,2013.0,Đã sử dụng,Tay ga,101 - 175 cc,Nhật Bản,Trắng,Luvias,0-9.999km
447,"Cần bán piaggio lyberty biển sài gòn keo vỏ chưa lột, máy còn ngon.",8900000,"Quận 12, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-piaggio-lyberty-bien-sai-gon-keo-vo-chua-lot-may-con-ngon-id68807273,Piaggio,2012.0,Đã sử dụng,Tay ga,101 - 175 cc,Nước khác,Đỏ,Liberty,0-18km
448,Cần bán sirius 50cc cho học sinh không cần bằng lái ,6900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-sirius-50cc-cho-hoc-sinh-khong-can-bang-lai-id68778184,Yamaha,2011.0,Đã sử dụng,Xe số,50 - 100 cc,Hàn Quốc,Xanh dương,Sirius,0-9.999km
449,Bán trả góp Lead 2014 trả trước 9tr lấy xe ngay,22000000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-tra-gop-lead-2014-tra-truoc-9tr-lay-xe-ngay-id68807574,Honda,2014.0,Đã sử dụng,Tay ga,101 - 175 cc,-,Trắng,Lead,0-20km
450,Bán xe tay ga Shark kiểu dáng SH ,9000000,"Quận Long Biên, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-tay-ga-shark-kieu-dang-sh-id68807660,SYM,2011.0,Đã sử dụng,Tay ga,101 - 175 cc,Đài Loan,Nâu,Shark,0-24km
451,Bán honda airblade màu đỏ đen xe đẹp máy bao êm,17500000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-honda-airblade-mau-do-den-xe-dep-may-bao-em-id68806816,Honda,2013.0,Đã sử dụng,Tay ga,101 - 175 cc,Nhật Bản,Đỏ,Air Blade,0-9.999km
452,Cần bán exciter 50cc cho học sinh sinh viên ,8900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-exciter-50cc-cho-hoc-sinh-sinh-vien-id68739661,Yamaha,2015.0,Đã sử dụng,Xe số,50 - 100 cc,Hàn Quốc,Đỏ,Exciter,0-9.999km
453,Bán xe wave hq 110cc màu trắng máy bao êm,5300000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-wave-hq-110cc-mau-trang-may-bao-em-id68778163,Honda,2010.0,Đã sử dụng,Xe số,101 - 175 cc,Hàn Quốc,Trắng,Wave,0
454,Bán xe yamaha sirius 110cc màu đỏ đen xe đẹp máy êm,8500000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-yamaha-sirius-110cc-mau-do-den-xe-dep-may-em-id68688144,Yamaha,2012.0,Đã sử dụng,Xe số,101 - 175 cc,Nhật Bản,-,Sirius,0-9.999km
455,Cần bán xe vision 2023 mới nhập khẩu,15000000,"TP. Đà Lạt, Lâm Đồng",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-vision-2023-moi-nhap-khau-id68816128,Honda,-,Mới,Tay ga,50 - 100 cc,Nhật Bản,Xanh da trời,Vision,0
456,Cần bán dòng xe vario 125cc nhập khẩu ,15000000,"Quận Bình Thuỷ, Cần Thơ",https://muaban.net/xe-may/ban-xe-may/can-ban-dong-xe-vario-125cc-nhap-khau-id68816137,Honda,2023.0,Mới,Tay ga,101 - 175 cc,Thái Lan,-,Vario,0
457,Bán xe honda wave 110cc màu xanh dương máy móc êm ru,8300000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-wave-110cc-mau-xanh-duong-may-moc-em-ru-id68778195,Honda,2006.0,Đã sử dụng,Xe số,101 - 175 cc,Nhật Bản,Xanh dương,Wave,0-9.999km
458,Bán xe yamaha Exciter 135cc chính chủ ,13700000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-yamaha-exciter-135cc-chinh-chu-id68630113,Yamaha,-,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Nhật Bản,Đỏ,Exciter,0-9.999km
459,thanh Lý Các loại xe EXciter  155 Nhập Khẩu Giáa,15000000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/ban-xe-may/thanh-ly-cac-loai-xe-exciter-155-nhap-khau-giaa-id68713154,Yamaha,2022.0,Mới,Tay côn/Moto,101 - 175 cc,Thái Lan,Ghi/Xám,Exciter,0
460,thanh Lý Các loại xe SH mode Nhập Khẩu Giá,18000000,"Huyện Thới Bình, Cà Mau",https://muaban.net/xe-may/ban-xe-may/thanh-ly-cac-loai-xe-sh-mode-nhap-khau-gia-id68713166,Honda,2022.0,Mới,Tay ga,101 - 175 cc,Thái Lan,Ghi/Xám,SH Mode,0
461,Thanh Lý dòng xe HONDA AIR Blade 150 Nhập Khẩu Giá Rẻ,18000000,"Huyện Lâm Hà, Lâm Đồng",https://muaban.net/xe-may/ban-xe-may/thanh-ly-dong-xe-honda-air-blade-150-nhap-khau-gia-re-id68711036,Honda,2022.0,Mới,Tay ga,101 - 175 cc,Việt nam,Xanh dương,Air Blade,0
462,Chính chủ bán xe  air Blade 2015,24800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/chinh-chu-ban-xe-air-blade-2015-id68806192,Honda,2015.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đen,Air Blade,0-34km
463,Xe Wave 110 HQ Màu Đỏ Đen Bánh Mâm,5900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-wave-110-hq-mau-do-den-banh-mam-id68796792,Xe các hiệu khác,2008.0,Đã sử dụng,Xe số,101 - 175 cc,-,Đỏ,-,0-25km
464,Thanh Lý Các loại xe HONDA Sh 150i Nhập Khẩu Giá,25000000,"Huyện Long Thành, Đồng Nai",https://muaban.net/xe-may/ban-xe-may/thanh-ly-cac-loai-xe-honda-sh-150i-nhap-khau-gia-id68713178,Honda,2021.0,Mới,Tay ga,101 - 175 cc,Thái Lan,Trắng,SH,0
465,"Bán xe Mio Classico màu đen trắng, đời 2007, chưa bung",7500000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-mio-classico-mau-den-trang-doi-2007-chua-bung-id68808479,Yamaha,-,Đã sử dụng,Tay ga,-,-,-,Mio,0
466,"Bán xe Attila giấy tờ Thành Phố, xe êm mạnh đề, điện nghiêm chỉnh",2000000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-attila-giay-to-thanh-pho-xe-em-manh-de-dien-nghiem-chinh-id68813205,SYM,-,Đã sử dụng,Tay ga,-,-,Đen,Attila,0
467,"Bán xe Dream Cao Thái 94, máy chưa bung, chính chủ",17500000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-dream-cao-thai-94-may-chua-bung-chinh-chu-id68808453,Honda,-,Đã sử dụng,Xe số,-,-,-,Dream,0
468,"Bán xe Wave S 100 đời 2008, màu xanh đen",8500000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-wave-s-100-doi-2008-mau-xanh-den-id68808470,Honda,-,Đã sử dụng,Xe số,-,-,-,Wave,0
469,"Bán xe Lead màu đen 2010 và đời 2008, chưa bung",9500000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-lead-mau-den-2010-va-doi-2008-chua-bung-id68808463,Honda,-,Đã sử dụng,Tay ga,-,-,-,Lead,0
470,"Suzuki GN 125 đời 2001 _đẹp, chất",17000000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/ban-xe-may/suzuki-gn-125-doi-2001-dep-chat-id68807085,Suzuki,-,Đã sử dụng,Tay côn/Moto,101 - 175 cc,-,Đen,GN,0-100km
471,Future 2014 không chinh chủ biển 36,12500000,"Huyện Thanh Trì, Hà Nội",https://muaban.net/xe-may/ban-xe-may/future-2014-khong-chinh-chu-bien-36-id68803960,Honda,2014.0,Đã sử dụng,Xe số,101 - 175 cc,-,Đen,Future,0-38km
472,"Bán xe Honda @ 150 CC đời 2002, máy êm ",7800000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-150-cc-doi-2002-may-em-id68807922,Honda,-,Đã sử dụng,Tay ga,-,-,-,@,0
473,"Bán xe Sirius đời 2016, xe zin, chính chủ",10500000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-sirius-doi-2016-xe-zin-chinh-chu-id68807965,Yamaha,-,Đã sử dụng,Xe số,-,-,-,Sirius,0
474,"SH NHẬP Ý 150 BSTP 9 CHỦ , XE LENG KENG CỰC MỚI ",55000000,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/ban-xe-may/sh-nhap-y-150-bstp-9-chu-xe-leng-keng-cuc-moi-id68769869,Honda,2009.0,Đã sử dụng,Tay ga,101 - 175 cc,Nước khác,Đỏ,SH,0-33km
475,"Cần tiền nên bán gấp, xe mới nguyên xi, giá thì rẻ bèo! ",42000000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-tien-nen-ban-gap-xe-moi-nguyen-xi-gia-thi-re-beo-id68805220,Piaggio,2016.0,Đã sử dụng,Tay ga,101 - 175 cc,-,Đỏ,Vespa,0-40km
476,"Bán xe Vision đời 2014 màu đỏ, chính chủ",15500000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-vision-doi-2014-mau-do-chinh-chu-id68808474,Honda,-,Đã sử dụng,Tay ga,-,-,-,Vision,0
477,"CHÍNH CHỦ ĐỔI XE, BÁN CHIẾC VESPA NHƯ HÌNH ",70000000,"Quận Hải Châu, Đà Nẵng",https://muaban.net/xe-may/ban-xe-may/chinh-chu-doi-xe-ban-chiec-vespa-nhu-hinh-id68805434,Piaggio,2022.0,Mới,Tay ga,-,-,Ghi/Xám,-,0
478,SHMODE ABS 2020 LƯỚT 2268KM 9 CHỦ BSTP SÀI GÒN ,57500000,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/ban-xe-may/shmode-abs-2020-luot-2268km-9-chu-bstp-sai-gon-id68805092,Honda,2020.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đỏ,SH Mode,0-2.268km
479,"Bán SH350i Màu Xám Xi Măng ❤️ Đăng Ký 2021, siêu lướt 99%",117000000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-sh350i-mau-xam-xi-mang-dang-ky-2021-sieu-luot-99-id68804233,Honda,2021.0,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,Ghi/Xám,SH,0-2km
480,"LEAD mới, cực đẹp. Mầu vàng đăng ký năm 2013",25000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/lead-moi-cuc-dep-mau-vang-dang-ky-nam-2013-id68554446,Honda,2013.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Vàng,-,0-15.494km
481,Thanh lý một cặp Nouvo 5 máy zin hết,8500000,"Huyện Hóc Môn, TP.HCM",https://muaban.net/xe-may/ban-xe-may/thanh-ly-mot-cap-nouvo-5-may-zin-het-id68804450,Yamaha,2013.0,Đã sử dụng,Tay ga,101 - 175 cc,Thái Lan,Đỏ,Nouvo,0-12.345km
482,Msx SF 2017 Biển Số Bình Dương,29000000,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/ban-xe-may/msx-sf-2017-bien-so-binh-duong-id68810817,Honda,2017.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Thái Lan,Trắng,MSX 125,0-40km
483,SHMODE 2019 1 CHỦ SỬ DỤNG MỚI KENG ZIN FULL,49500000,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/ban-xe-may/shmode-2019-1-chu-su-dung-moi-keng-zin-full-id68606079,Honda,2019.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Xanh đen,-,0-22.222km
484,Bán thanh lý chiếc xe luvias fi 2016,10500000,"Huyện Hóc Môn, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-thanh-ly-chiec-xe-luvias-fi-2016-id68804413,Yamaha,2016.0,Đã sử dụng,Tay ga,101 - 175 cc,Thái Lan,Đỏ,Luvias,0-30km
485,"Bán xe Honda Future, máy nổ thì thầm chạy bốc, giá rẻ",5000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-future-may-no-thi-tham-chay-boc-gia-re-id68809483,Honda,-,Đã sử dụng,Xe số,-,-,-,Future,0
486,Xe ga Suzuki Bella 125 phân khối,5300000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-ga-suzuki-bella-125-phan-khoi-id68802786,Suzuki,2013.0,Đã sử dụng,Tay ga,101 - 175 cc,Nhật Bản,Vàng,Suzuki khác,0
487,"Airblade 125cc, đủ 2 khoá SmartKey, ĐK 2021, mới 98%",35000000,"Quận Long Biên, Hà Nội",https://muaban.net/xe-may/ban-xe-may/airblade-125cc-du-2-khoa-smartkey-dk-2021-moi-98-id68770102,Honda,2021.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đen,Air Blade,0-5.95km
488,SH Ý 150cc 2010 140tr xe đẹp zin,140000000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/sh-y-150cc-2010-140tr-xe-dep-zin-id68775578,Honda,2010.0,Đã sử dụng,Tay ga,101 - 175 cc,Thái Lan,Tím,SHi,0-20km
489,Harley Davidson FATBOY 114 2022 Xe Mới Đẹp,165000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/harley-davidson-fatboy-114-2022-xe-moi-dep-id68676442,Xe các hiệu khác,2022.0,Mới,Tay côn/Moto,Trên 175 cc,Mỹ,Đen,-,0
490,Triumph BOBBER BLACK 2020 Zin Xe Đẹp Mới,125000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/triumph-bobber-black-2020-zin-xe-dep-moi-id68676445,Xe các hiệu khác,2019.0,Mới,Tay côn/Moto,Trên 175 cc,Nước khác,Đen,-,0
491,Triumph Bonneville T100 Black 2019 Xe Mới,85000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/triumph-bonneville-t100-black-2019-xe-moi-id68676429,Xe các hiệu khác,2019.0,Mới,Tay côn/Moto,Trên 175 cc,Nước khác,Đen,-,0
492,Bán xe Java 350cc còn nguyên thủy- mới chạy 1700 km- giá 300 triệu,300000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-java-350cc-con-nguyen-thuy-moi-chay-1700-km-gia-300-trieu-id68802610,Xe các hiệu khác,-,Đã sử dụng,Tay côn/Moto,-,-,Đỏ,-,0-1.7km
493,"Bán xe Suzuki Nhật đời mới nhãn hiệu 4A-125cc, kim phun điện tử",4200000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-suzuki-nhat-doi-moi-nhan-hieu-4a-125cc-kim-phun-dien-tu-id68802118,Suzuki,-,Đã sử dụng,Tay ga,-,-,-,-,0
494,Harley Davidson Breakout 114 2020 Xe Đẹp Keng,165000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/harley-davidson-breakout-114-2020-xe-dep-keng-id68676440,Xe các hiệu khác,2020.0,Mới,Tay côn/Moto,Trên 175 cc,Mỹ,Đen,-,0
495,Xe Super dream đời đầu cần bán,21000000,"Quận 5, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-super-dream-doi-dau-can-ban-id68808953,Honda,2019.0,Đã sử dụng,Xe số,101 - 175 cc,Việt nam,Nâu,-,0-29km
496,Harley Davidson Forty-Eight 48 2019 Zin Đẹp Mới,120000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/harley-davidson-forty-eight-48-2019-zin-dep-moi-id68676422,Xe các hiệu khác,2019.0,Mới,Tay côn/Moto,Trên 175 cc,Mỹ,Đen,-,0
497,"Xe tay ga SH150 màu trắng chính chủ , xe mới trên 90/100 , nữ chạy ",63000000,"Quận 8, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-tay-ga-sh150-mau-trang-chinh-chu-xe-moi-tren-90-100-nu-chay-id68761800,Honda,2012.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Trắng,-,0-18km
498,HonDa CB1100 RS 2020 Xe Mới Keng Đẹp,115000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/honda-cb1100-rs-2020-xe-moi-keng-dep-id68676435,Honda,2020.0,Mới,Tay côn/Moto,Trên 175 cc,Nhật Bản,-,Honda khác,0
499,Vespa GTS 125 đen nhám đăng ký 2017 ,34000000,"Huyện Hóc Môn, TP.HCM",https://muaban.net/xe-may/ban-xe-may/vespa-gts-125-den-nham-dang-ky-2017-id68802495,Piaggio,2017.0,Đã sử dụng,Tay ga,101 - 175 cc,Nước khác,Đen,Vespa,0-25km
500,Cần bán xe liberty ít đi chính chủ,10900000,"Huyện Củ Chi, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-liberty-it-di-chinh-chu-id68801624,Piaggio,-,Đã sử dụng,Tay ga,-,-,Trắng,Liberty,0
501,"BÁN GẤP VESPA cực đẹp cực rẻ, chính chủ dùng, ko phải dân mua bán",40900000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-gap-vespa-cuc-dep-cuc-re-chinh-chu-dung-ko-phai-dan-mua-ban-id68801076,Piaggio,-,Đã sử dụng,Tay ga,-,-,-,Vespa,0
502,"Cần bán xe 2 bánh Winner 2019 đen mờ, một đời chủ, chính chủ",25000000,"Quận 8, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-2-banh-winner-2019-den-mo-mot-doi-chu-chinh-chu-id68806795,Honda,2019.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Việt nam,Đen,Winner ,0-4.9km
503,Xe Sirius 50cc Màu Xanh Trắng Bánh Mâm Thắng Đĩa,6900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-sirius-50cc-mau-xanh-trang-banh-mam-thang-dia-id68796794,Xe các hiệu khác,-,Đã sử dụng,Xe số,50 - 100 cc,Hàn Quốc,Xanh dương,-,0-25km
504,"Honda Moto Custom 125 mới đẹp như hình, máy bao êm,bstp công chứng ok",55000000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/honda-moto-custom-125-moi-dep-nhu-hinh-may-bao-em-bstp-cong-chung-ok-id68669800,Honda,2003.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Nhật Bản,Đỏ,-,0-30km
505,Bán xe SYM Elite 50 cc màu đen nhám đời 2019,14500000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-sym-elite-50-cc-mau-den-nham-doi-2019-id68760988,SYM,2019.0,Đã sử dụng,Tay ga,Dưới 50 cc,Đài Loan,Đen,-,0-14.5km
506,CẦN BÁN FUTURE 125 ĐỎ (2021) - Odo 5000 ÍT SỬ DỤNG,30500000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-future-125-do-2021-odo-5000-it-su-dung-id68799075,Honda,2021.0,Đã sử dụng,Xe số,101 - 175 cc,Việt nam,Đỏ,Future,0-5km
507,Bán trả góp AB 2008 xăng cơ úp thái trả trước 5tr5 Lấy xe,14000000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-tra-gop-ab-2008-xang-co-up-thai-tra-truoc-5tr5-lay-xe-id68800227,Honda,2008.0,Đã sử dụng,Tay ga,101 - 175 cc,-,Đen,Air Blade,0-30km
508,Cần mua xe ex150 cũ tầm 20 - 30 triệu ,0,"Huyện Văn Giang, Hưng Yên",https://muaban.net/xe-may/mua-xe-may/can-mua-xe-ex150-cu-tam-20-30-trieu-id68791868,-,-,-,-,-,-,-,-,0
509,"Bán Yamaha Janus nhám zin 100% ít đi, bản cao cấp, có thương lượng",19500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-yamaha-janus-nham-zin-100-it-di-ban-cao-cap-co-thuong-luong-id68792793,Yamaha,2017.0,Đã sử dụng,Tay ga,101 - 175 cc,Nước khác,Ghi/Xám,Janus,0-16.5km
510,Xe nhà SH150 Việt chính chủ năm 2020 siêu lướt ,90000000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-nha-sh150-viet-chinh-chu-nam-2020-sieu-luot-id68793101,Honda,2020.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Trắng,SHi,0-7.7km
511,"Bán xe Grande Smartkey, phanh ABS, Hybrid ",30000000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-grande-smartkey-phanh-abs-hybrid-id68792841,Yamaha,2019.0,Đã sử dụng,Tay ga,101 - 175 cc,Nhật Bản,Tím,Grande,0-14.35km
512,Yamaha Janus 125c _ khoá smartkey -Đăng ký: cuối  2021 ,29000000,"Quận Phú Nhuận, TP.HCM",https://muaban.net/xe-may/ban-xe-may/yamaha-janus-125c-khoa-smartkey-dang-ky-cuoi-2021-id68735712,Yamaha,2022.0,Đã sử dụng,Tay ga,-,Việt nam,Đen,Janus,0
513,"Varaio 150 Bs Tphcm Màu đen mờ, bánh mân vàng Xe 2021,đăng ký 2022",0,"Quận Phú Nhuận, TP.HCM",https://muaban.net/xe-may/mua-xe-may/varaio-150-bs-tphcm-mau-den-mo-banh-man-vang-xe-2021-dang-ky-2022-id68733298,-,-,-,-,-,-,-,-,0
514,Cho thuê xe máy Đà Nẵng - Giao nhận xe miễn phí,100000,"Quận Sơn Trà, Đà Nẵng",https://muaban.net/xe-may/cho-thue-xe-may/cho-thue-xe-may-da-nang-giao-nhan-xe-mien-phi-id68793175,-,-,-,-,-,-,-,-,0
515,"SH 125 đời 2014 còn mới 98%, ít sử dụng cần bán",46500000,"Quận 12, TP.HCM",https://muaban.net/xe-may/ban-xe-may/sh-125-doi-2014-con-moi-98-it-su-dung-can-ban-id68797777,Honda,2014.0,Đã sử dụng,Tay ga,-,Việt nam,Xanh dương,SH,0-11.55km
516,Bán xe SH 150cc nhập ý biển Hn,155000000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-sh-150cc-nhap-y-bien-hn-id68805541,Honda,2010.0,Đã sử dụng,Tay ga,101 - 175 cc,Nước khác,Trắng,SH,0-54km
517,"Mua xe taga củ giá tới nóc  Tất cả các loại xe, taga, xe số, moto ",0,"Quận Phú Nhuận, TP.HCM",https://muaban.net/xe-may/mua-xe-may/mua-xe-taga-cu-gia-toi-noc-tat-ca-cac-loai-xe-taga-xe-so-moto-id68663812,-,-,-,-,-,-,-,-,0
518,Bán Exciter 50cc Căm Niềng Nhôm,8900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-exciter-50cc-cam-nieng-nhom-id68154561,Xe các hiệu khác,2017.0,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Hàn Quốc,Cam,-,0-25km
519,Đổi xe nên cần bán Ex 150 xanh đen còn rất mới,23000000,"Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",https://muaban.net/xe-may/ban-xe-may/doi-xe-nen-can-ban-ex-150-xanh-den-con-rat-moi-id68798335,Yamaha,2018.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Việt nam,Xanh đen,Exciter,0-40km
520,Cần bán Sh 150i bstp 9c bao ký,70000000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-sh-150i-bstp-9c-bao-ky-id68790854,Honda,2017.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Đỏ,SH,0-5km
521,❤️ SH150 ABS ❤️ Màu trắng ❤️ đời 2020 BSTP chính chủ,93000000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/sh150-abs-mau-trang-doi-2020-bstp-chinh-chu-id68796469,Honda,2020.0,Đã sử dụng,Tay ga,101 - 175 cc,Việt nam,Trắng,SH,0-7km
522,"Bán Ex 135, Một đời chủ, Máy móc zin.",15000000,"Huyện Hóc Môn, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-ex-135-mot-doi-chu-may-moc-zin-id68790008,Yamaha,2013.0,Đã sử dụng,Tay côn/Moto,101 - 175 cc,Việt nam,Trắng,Exciter,0-50km
